DEPARTAMENTO,period,CANTIDAD
PROV. CONST. DEL CALLAO,2022-12-01,2401
PROV. CONST. DEL CALLAO,2023-01-01,2779
PROV. CONST. DEL CALLAO,2023-02-01,2857
PROV. CONST. DEL CALLAO,2023-03-01,3315
PROV. CONST. DEL CALLAO,2023-04-01,3242
PROV. CONST. DEL CALLAO,2023-05-01,3316
PROV. CONST. DEL CALLAO,2023-06-01,3128
PROV. CONST. DEL CALLAO,2023-07-01,3327
PROV. CONST. DEL CALLAO,2023-08-01,3179
PROV. CONST. DEL CALLAO,2023-09-01,3277
PROV. CONST. DEL CALLAO,2023-10-01,3171
PROV. CONST. DEL CALLAO,2023-11-01,2997
PROV. CONST. DEL CALLAO,2023-12-01,2966
PROV. CONST. DEL CALLAO,2024-01-01,3215
PROV. CONST. DEL CALLAO,2024-02-01,3384
PROV. CONST. DEL CALLAO,2024-03-01,3487
PROV. CONST. DEL CALLAO,2024-04-01,2987
PROV. CONST. DEL CALLAO,2024-05-01,2668
PROV. CONST. DEL CALLAO,2024-06-01,2739
PROV. CONST. DEL CALLAO,2024-07-01,2892
PROV. CONST. DEL CALLAO,2024-08-01,2910
PROV. CONST. DEL CALLAO,2024-09-01,2649
PROV. CONST. DEL CALLAO,2024-10-01,2623
PROV. CONST. DEL CALLAO,2024-11-01,2393
PROV. CONST. DEL CALLAO,2024-12-01,2529
PROV. CONST. DEL CALLAO,2025-01-01,2639
PROV. CONST. DEL CALLAO,2025-02-01,2419
PROV. CONST. DEL CALLAO,2025-03-01,2876
PROV. CONST. DEL CALLAO,2025-04-01,2693
PROV. CONST. DEL CALLAO,2025-05-01,2582
PROV. CONST. DEL CALLAO,2025-06-01,2400
PROV. CONST. DEL CALLAO,2025-07-01,2340
PROV. CONST. DEL CALLAO,2025-08-01,2004
PUNO,2019-01-01,1147
PUNO,2019-02-01,1071
PUNO,2019-03-01,1326
PUNO,2019-04-01,1163
PUNO,2019-05-01,1399
PUNO,2019-06-01,1284
PUNO,2019-07-01,1372
PUNO,2019-08-01,1393
PUNO,2019-09-01,1339
PUNO,2019-10-01,1492
PUNO,2019-11-01,1533
PUNO,2019-12-01,1580
PUNO,2020-01-01,1638
PUNO,2020-02-01,1533
PUNO,2020-03-01,1069
PUNO,2020-04-01,461
PUNO,2020-05-01,701
PUNO,2020-06-01,968
PUNO,2020-07-01,1014
PUNO,2020-08-01,855
PUNO,2020-09-01,1013
PUNO,2020-10-01,1273
PUNO,2020-11-01,1471
PUNO,2020-12-01,1348
PUNO,2021-01-01,1405
PUNO,2021-02-01,1181
PUNO,2021-03-01,1295
PUNO,2021-04-01,1339
PUNO,2021-05-01,1414
PUNO,2021-06-01,1257
PUNO,2021-07-01,1444
PUNO,2021-08-01,1493
PUNO,2021-09-01,1462
PUNO,2021-10-01,1586
PUNO,2021-11-01,1510
PUNO,2021-12-01,1416
PUNO,2022-01-01,1375
PUNO,2022-02-01,1356
PUNO,2022-03-01,1623
PUNO,2022-04-01,1385
PUNO,2022-05-01,1562
PUNO,2022-06-01,1466
PUNO,2022-07-01,1509
PUNO,2022-08-01,1359
PUNO,2022-09-01,1379
PUNO,2022-10-01,1461
PUNO,2022-11-01,1451
PUNO,2022-12-01,1372
PUNO,2023-01-01,883
PUNO,2023-02-01,1120
PUNO,2023-03-01,1411
PUNO,2023-04-01,1660
PUNO,2023-05-01,1890
PUNO,2023-06-01,1582
PUNO,2023-07-01,1656
PUNO,2023-08-01,1528
PUNO,2023-09-01,1714
PUNO,2023-10-01,1836
PUNO,2023-11-01,1770
PUNO,2023-12-01,2096
PUNO,2024-01-01,1882
PUNO,2024-02-01,2077
PUNO,2024-03-01,1821
PUNO,2024-04-01,1637
PUNO,2024-05-01,1678
PUNO,2024-06-01,1648
PUNO,2024-07-01,1836
PUNO,2024-08-01,1974
PUNO,2024-09-01,1837
PUNO,2024-10-01,1705
PUNO,2024-11-01,1366
PUNO,2024-12-01,1501
PUNO,2025-01-01,1329
PUNO,2025-02-01,1281
PUNO,2025-03-01,1361
PUNO,2025-04-01,1274
PUNO,2025-05-01,1371
PUNO,2025-06-01,1170
PUNO,2025-07-01,1207
PUNO,2025-08-01,963
REGION LIMA,2019-01-01,2332
REGION LIMA,2019-02-01,2084
REGION LIMA,2019-03-01,2290
REGION LIMA,2019-04-01,2129
REGION LIMA,2019-05-01,2104
REGION LIMA,2019-06-01,1967
REGION LIMA,2019-07-01,1894
REGION LIMA,2019-08-01,1931
REGION LIMA,2019-09-01,1962
REGION LIMA,2019-10-01,2071
REGION LIMA,2019-11-01,2254
REGION LIMA,2019-12-01,2543
REGION LIMA,2020-01-01,2799
REGION LIMA,2020-02-01,2657
REGION LIMA,2020-03-01,2101
REGION LIMA,2020-04-01,837
REGION LIMA,2020-05-01,1035
REGION LIMA,2020-06-01,1185
REGION LIMA,2020-07-01,1370
REGION LIMA,2020-08-01,1521
REGION LIMA,2020-09-01,1691
REGION LIMA,2020-10-01,1903
REGION LIMA,2020-11-01,2029
REGION LIMA,2020-12-01,2009
REGION LIMA,2021-01-01,1919
REGION LIMA,2021-02-01,1613
REGION LIMA,2021-03-01,1900
REGION LIMA,2021-04-01,1612
REGION LIMA,2021-05-01,1929
REGION LIMA,2021-06-01,1953
REGION LIMA,2021-07-01,2145
REGION LIMA,2021-08-01,1927
REGION LIMA,2021-09-01,1952
REGION LIMA,2021-10-01,2052
REGION LIMA,2021-11-01,1988
REGION LIMA,2021-12-01,2010
REGION LIMA,2022-01-01,1996
REGION LIMA,2022-02-01,2073
REGION LIMA,2022-03-01,2146
REGION LIMA,2022-04-01,2025
REGION LIMA,2022-05-01,2148
REGION LIMA,2022-06-01,2102
REGION LIMA,2022-07-01,2250
REGION LIMA,2022-08-01,2046
REGION LIMA,2022-09-01,2044
REGION LIMA,2022-10-01,2037
REGION LIMA,2022-11-01,2083
REGION LIMA,2022-12-01,2229
REGION LIMA,2023-01-01,2369
REGION LIMA,2023-02-01,2340
REGION LIMA,2023-03-01,2437
REGION LIMA,2023-04-01,2490
REGION LIMA,2023-05-01,2470
REGION LIMA,2023-06-01,2342
REGION LIMA,2023-07-01,2463
REGION LIMA,2023-08-01,2419
REGION LIMA,2023-09-01,2370
REGION LIMA,2023-10-01,2560
REGION LIMA,2023-11-01,2604
REGION LIMA,2023-12-01,2424
REGION LIMA,2024-01-01,2578
REGION LIMA,2024-02-01,2568
REGION LIMA,2024-03-01,2544
REGION LIMA,2024-04-01,2182
REGION LIMA,2024-05-01,2147
REGION LIMA,2024-06-01,2143
REGION LIMA,2024-07-01,2223
REGION LIMA,2024-08-01,2292
REGION LIMA,2024-09-01,2276
REGION LIMA,2024-10-01,2452
REGION LIMA,2024-11-01,2353
REGION LIMA,2024-12-01,2426
REGION LIMA,2025-01-01,2623
REGION LIMA,2025-02-01,2542
REGION LIMA,2025-03-01,2686
REGION LIMA,2025-04-01,2417
REGION LIMA,2025-05-01,2306
REGION LIMA,2025-06-01,2201
REGION LIMA,2025-07-01,2158
REGION LIMA,2025-08-01,2032
SAN MARTIN,2019-01-01,1145
SAN MARTIN,2019-02-01,1029
SAN MARTIN,2019-03-01,1272
SAN MARTIN,2019-04-01,1124
SAN MARTIN,2019-05-01,1239
SAN MARTIN,2019-06-01,1214
SAN MARTIN,2019-07-01,1205
SAN MARTIN,2019-08-01,1178
SAN MARTIN,2019-09-01,1275
SAN MARTIN,2019-10-01,1188
SAN MARTIN,2019-11-01,1196
SAN MARTIN,2019-12-01,1223
SAN MARTIN,2020-01-01,1260
SAN MARTIN,2020-02-01,1226
SAN MARTIN,2020-03-01,972
SAN MARTIN,2020-04-01,420
SAN MARTIN,2020-05-01,635
SAN MARTIN,2020-06-01,761
SAN MARTIN,2020-07-01,906
SAN MARTIN,2020-08-01,1110
SAN MARTIN,2020-09-01,1260
SAN MARTIN,2020-10-01,1370
SAN MARTIN,2020-11-01,1317
SAN MARTIN,2020-12-01,1306
SAN MARTIN,2021-01-01,1378
SAN MARTIN,2021-02-01,1172
SAN MARTIN,2021-03-01,1398
SAN MARTIN,2021-04-01,1201
SAN MARTIN,2021-05-01,1413
SAN MARTIN,2021-06-01,1304
SAN MARTIN,2021-07-01,1320
SAN MARTIN,2021-08-01,1491
SAN MARTIN,2021-09-01,1403
SAN MARTIN,2021-10-01,1491
SAN MARTIN,2021-11-01,1380
SAN MARTIN,2021-12-01,1366
SAN MARTIN,2022-01-01,1501
SAN MARTIN,2022-02-01,1426
SAN MARTIN,2022-03-01,1531
SAN MARTIN,2022-04-01,1487
SAN MARTIN,2022-05-01,1660
SAN MARTIN,2022-06-01,1551
SAN MARTIN,2022-07-01,1650
SAN MARTIN,2022-08-01,1471
SAN MARTIN,2022-09-01,1460
SAN MARTIN,2022-10-01,1617
SAN MARTIN,2022-11-01,1538
SAN MARTIN,2022-12-01,1482
SAN MARTIN,2023-01-01,1524
SAN MARTIN,2023-02-01,1394
SAN MARTIN,2023-03-01,1597
SAN MARTIN,2023-04-01,1598
SAN MARTIN,2023-05-01,1591
SAN MARTIN,2023-06-01,1670
SAN MARTIN,2023-07-01,1728
SAN MARTIN,2023-08-01,1759
SAN MARTIN,2023-09-01,1704
SAN MARTIN,2023-10-01,1711
SAN MARTIN,2023-11-01,1591
SAN MARTIN,2023-12-01,1534
SAN MARTIN,2024-01-01,1723
SAN MARTIN,2024-02-01,1675
SAN MARTIN,2024-03-01,1705
SAN MARTIN,2024-04-01,1751
SAN MARTIN,2024-05-01,1671
SAN MARTIN,2024-06-01,1723
SAN MARTIN,2024-07-01,1571
SAN MARTIN,2024-08-01,1671
SAN MARTIN,2024-09-01,1716
SAN MARTIN,2024-10-01,1665
SAN MARTIN,2024-11-01,1461
SAN MARTIN,2024-12-01,1526
SAN MARTIN,2025-01-01,1478
SAN MARTIN,2025-02-01,1277
SAN MARTIN,2025-03-01,1549
SAN MARTIN,2025-04-01,1483
SAN MARTIN,2025-05-01,1390
SAN MARTIN,2025-06-01,1498
SAN MARTIN,2025-07-01,1411
SAN MARTIN,2025-08-01,1344
TACNA,2019-01-01,1045
TACNA,2019-02-01,986
TACNA,2019-03-01,1053
TACNA,2019-04-01,1020
TACNA,2019-05-01,1026
TACNA,2019-06-01,985
TACNA,2019-07-01,915
TACNA,2019-08-01,1042
TACNA,2019-09-01,1026
TACNA,2019-10-01,981
TACNA,2019-11-01,1017
TACNA,2019-12-01,976
TACNA,2020-01-01,1067
TACNA,2020-02-01,1281
TACNA,2020-03-01,804
TACNA,2020-04-01,354
TACNA,2020-05-01,478
TACNA,2020-06-01,603
TACNA,2020-07-01,679
TACNA,2020-08-01,565
TACNA,2020-09-01,792
TACNA,2020-10-01,928
TACNA,2020-11-01,932
TACNA,2020-12-01,993
TACNA,2021-01-01,889
TACNA,2021-02-01,769
TACNA,2021-03-01,830
TACNA,2021-04-01,822
TACNA,2021-05-01,1032
TACNA,2021-06-01,843
TACNA,2021-07-01,957
TACNA,2021-08-01,924
TACNA,2021-09-01,888
TACNA,2021-10-01,980
TACNA,2021-11-01,898
TACNA,2021-12-01,987
TACNA,2022-01-01,905
TACNA,2022-02-01,994
TACNA,2022-03-01,1185
TACNA,2022-04-01,1055
TACNA,2022-05-01,1156
TACNA,2022-06-01,1037
TACNA,2022-07-01,1103
TACNA,2022-08-01,1026
TACNA,2022-09-01,1048
TACNA,2022-10-01,993
TACNA,2022-11-01,991
TACNA,2022-12-01,957
TACNA,2023-01-01,930
TACNA,2023-02-01,993
TACNA,2023-03-01,1193
TACNA,2023-04-01,1156
TACNA,2023-05-01,1152
TACNA,2023-06-01,1101
TACNA,2023-07-01,1063
TACNA,2023-08-01,1183
TACNA,2023-09-01,1115
TACNA,2023-10-01,1151
TACNA,2023-11-01,1101
TACNA,2023-12-01,1063
TACNA,2024-01-01,1146
TACNA,2024-02-01,1102
TACNA,2024-03-01,1134
TACNA,2024-04-01,975
TACNA,2024-05-01,1025
TACNA,2024-06-01,962
TACNA,2024-07-01,960
TACNA,2024-08-01,1069
TACNA,2024-09-01,879
TACNA,2024-10-01,961
TACNA,2024-11-01,950
TACNA,2024-12-01,951
TACNA,2025-01-01,864
TACNA,2025-02-01,859
TACNA,2025-03-01,981
TACNA,2025-04-01,858
TACNA,2025-05-01,837
TACNA,2025-06-01,830
TACNA,2025-07-01,773
TACNA,2025-08-01,682
TUMBES,2019-01-01,772
TUMBES,2019-02-01,826
TUMBES,2019-03-01,898
TUMBES,2019-04-01,745
TUMBES,2019-05-01,827
TUMBES,2019-06-01,711
TUMBES,2019-07-01,723
TUMBES,2019-08-01,792
TUMBES,2019-09-01,758
TUMBES,2019-10-01,810
TUMBES,2019-11-01,734
TUMBES,2019-12-01,788
TUMBES,2020-01-01,872
TUMBES,2020-02-01,837
TUMBES,2020-03-01,629
TUMBES,2020-04-01,231
TUMBES,2020-05-01,336
TUMBES,2020-06-01,362
TUMBES,2020-07-01,523
TUMBES,2020-08-01,627
TUMBES,2020-09-01,637
TUMBES,2020-10-01,646
TUMBES,2020-11-01,625
TUMBES,2020-12-01,641
TUMBES,2021-01-01,635
TUMBES,2021-02-01,618
TUMBES,2021-03-01,731
TUMBES,2021-04-01,577
TUMBES,2021-05-01,671
TUMBES,2021-06-01,609
TUMBES,2021-07-01,628
TUMBES,2021-08-01,690
TUMBES,2021-09-01,600
TUMBES,2021-10-01,716
TUMBES,2021-11-01,676
TUMBES,2021-12-01,680
TUMBES,2022-01-01,677
TUMBES,2022-02-01,695
TUMBES,2022-03-01,829
TUMBES,2022-04-01,745
TUMBES,2022-05-01,815
TUMBES,2022-06-01,710
TUMBES,2022-07-01,746
TUMBES,2022-08-01,659
TUMBES,2022-09-01,675
TUMBES,2022-10-01,645
TUMBES,2022-11-01,638
TUMBES,2022-12-01,620
TUMBES,2023-01-01,819
TUMBES,2023-02-01,762
TUMBES,2023-03-01,746
TUMBES,2023-04-01,734
TUMBES,2023-05-01,869
TUMBES,2023-06-01,783
TUMBES,2023-07-01,740
TUMBES,2023-08-01,722
TUMBES,2023-09-01,839
TUMBES,2023-10-01,717
TUMBES,2023-11-01,657
TUMBES,2023-12-01,596
TUMBES,2024-01-01,667
TUMBES,2024-02-01,650
TUMBES,2024-03-01,753
TUMBES,2024-04-01,673
TUMBES,2024-05-01,706
TUMBES,2024-06-01,635
TUMBES,2024-07-01,654
TUMBES,2024-08-01,641
TUMBES,2024-09-01,611
TUMBES,2024-10-01,653
TUMBES,2024-11-01,633
TUMBES,2024-12-01,679
TUMBES,2025-01-01,661
TUMBES,2025-02-01,641
TUMBES,2025-03-01,669
TUMBES,2025-04-01,667
TUMBES,2025-05-01,651
TUMBES,2025-06-01,595
TUMBES,2025-07-01,644
TUMBES,2025-08-01,587
UCAYALI,2019-01-01,1188
UCAYALI,2019-02-01,1001
UCAYALI,2019-03-01,1121
UCAYALI,2019-04-01,1185
UCAYALI,2019-05-01,1258
UCAYALI,2019-06-01,1250
UCAYALI,2019-07-01,1266
UCAYALI,2019-08-01,1221
UCAYALI,2019-09-01,1286
UCAYALI,2019-10-01,1205
UCAYALI,2019-11-01,1314
UCAYALI,2019-12-01,1209
UCAYALI,2020-01-01,1329
UCAYALI,2020-02-01,1209
UCAYALI,2020-03-01,879
UCAYALI,2020-04-01,289
UCAYALI,2020-05-01,464
UCAYALI,2020-06-01,715
UCAYALI,2020-07-01,836
UCAYALI,2020-08-01,918
UCAYALI,2020-09-01,928
UCAYALI,2020-10-01,933
UCAYALI,2020-11-01,984
UCAYALI,2020-12-01,909
UCAYALI,2021-01-01,1018
UCAYALI,2021-02-01,780
UCAYALI,2021-03-01,930
UCAYALI,2021-04-01,991
UCAYALI,2021-05-01,1118
UCAYALI,2021-06-01,1035
UCAYALI,2021-07-01,1159
UCAYALI,2021-08-01,1210
UCAYALI,2021-09-01,1130
UCAYALI,2021-10-01,1045
UCAYALI,2021-11-01,1030
UCAYALI,2021-12-01,1061
UCAYALI,2022-01-01,1023
UCAYALI,2022-02-01,915
UCAYALI,2022-03-01,1118
UCAYALI,2022-04-01,904
UCAYALI,2022-05-01,990
UCAYALI,2022-06-01,918
UCAYALI,2022-07-01,1159
UCAYALI,2022-08-01,976
UCAYALI,2022-09-01,942
UCAYALI,2022-10-01,954
UCAYALI,2022-11-01,938
UCAYALI,2022-12-01,982
UCAYALI,2023-01-01,1042
UCAYALI,2023-02-01,1002
UCAYALI,2023-03-01,1043
UCAYALI,2023-04-01,1150
UCAYALI,2023-05-01,1206
UCAYALI,2023-06-01,1201
UCAYALI,2023-07-01,1191
UCAYALI,2023-08-01,1213
UCAYALI,2023-09-01,1157
UCAYALI,2023-10-01,1065
UCAYALI,2023-11-01,993
UCAYALI,2023-12-01,980
UCAYALI,2024-01-01,1152
UCAYALI,2024-02-01,974
UCAYALI,2024-03-01,1168
UCAYALI,2024-04-01,1203
UCAYALI,2024-05-01,1074
UCAYALI,2024-06-01,1005
UCAYALI,2024-07-01,1159
UCAYALI,2024-08-01,1036
UCAYALI,2024-09-01,1171
UCAYALI,2024-10-01,985
UCAYALI,2024-11-01,789
UCAYALI,2024-12-01,774
UCAYALI,2025-01-01,879
UCAYALI,2025-02-01,724
UCAYALI,2025-03-01,773
UCAYALI,2025-04-01,700
UCAYALI,2025-05-01,637
UCAYALI,2025-06-01,638
UCAYALI,2025-07-01,594
UCAYALI,2025-08-01,497
