DEPARTAMENTO,period,MONTO_DEVENGADO
UCAYALI,2019-10-01,510062.68
UCAYALI,2019-11-01,556453.49
UCAYALI,2019-12-01,516807.98000000004
UCAYALI,2020-01-01,318359.22
UCAYALI,2020-02-01,430200.54000000004
UCAYALI,2020-03-01,752737.84
UCAYALI,2020-04-01,409294.31
UCAYALI,2020-05-01,466418.73
UCAYALI,2020-06-01,537582.8
UCAYALI,2020-07-01,667493.28
UCAYALI,2020-08-01,808570.53
UCAYALI,2020-09-01,2113981.84
UCAYALI,2020-10-01,3158770.91
UCAYALI,2020-11-01,576870.96
UCAYALI,2021-01-01,295600.62
UCAYALI,2021-02-01,428878.5
UCAYALI,2021-03-01,1163527.23
UCAYALI,2021-04-01,635073.38
UCAYALI,2021-05-01,621346.15
UCAYALI,2021-06-01,811619.3300000001
UCAYALI,2021-07-01,783201.18
UCAYALI,2021-08-01,912689.03
UCAYALI,2021-09-01,799489.47
UCAYALI,2021-10-01,596059.67
UCAYALI,2021-11-01,895140.37
UCAYALI,2021-12-01,1817331.5999999999
UCAYALI,2022-01-01,249626.1
UCAYALI,2022-02-01,1017521.5800000001
UCAYALI,2022-03-01,1446336.56
UCAYALI,2022-04-01,1017144.37
UCAYALI,2022-05-01,1165206.32
UCAYALI,2022-06-01,1583057.5
UCAYALI,2022-07-01,1632387.46
UCAYALI,2022-08-01,1125934.54
UCAYALI,2022-09-01,1000574.61
UCAYALI,2022-10-01,975133.65
UCAYALI,2022-11-01,882944.57
UCAYALI,2022-12-01,1231039.1199999999
UCAYALI,2023-01-01,191808.19
UCAYALI,2023-02-01,1182795.46
UCAYALI,2023-03-01,922069.7100000001
UCAYALI,2023-04-01,876262.8
UCAYALI,2023-05-01,1356250.17
UCAYALI,2023-06-01,1362640.3900000001
UCAYALI,2023-07-01,943360.24
UCAYALI,2023-08-01,1647525.68
UCAYALI,2023-09-01,2207333.5100000002
UCAYALI,2023-10-01,3022360.91
UCAYALI,2023-11-01,1356442.19
UCAYALI,2023-12-01,4797305.12
UCAYALI,2024-01-01,161732.82
UCAYALI,2024-02-01,1169908.43
UCAYALI,2024-03-01,1373791.28
UCAYALI,2024-04-01,1969016.3699999999
UCAYALI,2024-05-01,1558495.49
UCAYALI,2024-06-01,1379756.05
UCAYALI,2024-07-01,1407356.09
UCAYALI,2024-08-01,2726189.35
UCAYALI,2024-09-01,1986821.1400000001
UCAYALI,2024-10-01,2997526.93
UCAYALI,2024-11-01,3440393.52
UCAYALI,2024-12-01,3367655.8200000003
UCAYALI,2025-01-01,558255.8799999999
UCAYALI,2025-02-01,1690930.0899999999
UCAYALI,2025-03-01,1573557.29
UCAYALI,2025-04-01,2282820.77
UCAYALI,2025-05-01,2251508.15
UCAYALI,2025-06-01,1668373.1500000001
UCAYALI,2025-07-01,2186544.45
UCAYALI,2025-08-01,1396910.19
